printing_id,printing_code,set_code,card_id,card_name,rarity,variant_name
32394,SD10-EN018,SD10,37457534,Ancient Gear Tank,Common,
32395,SD10-EN019,SD10,4446672,Ancient Gear Explosive,Common,
32396,SD10-EN020,SD10,40830387,Ancient Gear Fist,Common,
32397,SD10-EN021,SD10,30435145,Ancient Gear Factory,Common,
32398,SD10-EN022,SD10,67829249,Ancient Gear Drill,Common,
32399,SD10-EN023,SD10,92001300,Ancient Gear Castle,Common,
32400,SD10-EN024,SD10,5318639,Mystical Space Typhoon,Common,
32401,SD10-EN025,SD10,23171610,Limiter Removal,Common,
32402,SD10-EN026,SD10,19613556,Heavy Storm,Common,
32403,SD10-EN027,SD10,98045062,Enemy Controller,Common,
32404,SD10-EN028,SD10,10035717,Weapon Change,Common,
32405,SD10-EN029,SD10,63995093,Machine Duplication,Common,
32406,SD10-EN030,SD10,67169062,Pot of Avarice,Common,
32407,SD10-EN031,SD10,13955608,Stronghold the Moving Fortress,Common,
32408,SD10-EN032,SD10,80604092,Ultimate Offering,Common,
32409,SD10-EN033,SD10,56120475,Sakuretsu Armor,Common,
32410,SD10-EN034,SD10,18190572,Micro Ray,Common,
32411,SD10-EN035,SD10,12503902,Rare Metalmorph,Common,
32412,SD10-EN036,SD10,74458486,Covering Fire,Common,
32413,SD10-EN037,SD10,91597389,Roll Out!,Common,
32414,SD2-EN001,SD2,22056710,Vampire Genesis,Ultra Rare,
32415,SD2-EN002,SD2,24530661,Master Kyonshee,Common,
32416,SD2-EN003,SD2,53839837,Vampire Lord,Common,
32417,SD2-EN004,SD2,89111398,Dark Dust Spirit,Common,
32418,SD2-EN005,SD2,77044671,Pyramid Turtle,Common,
32419,SD2-EN006,SD2,23205979,Spirit Reaper,Common,
32420,SD2-EN007,SD2,71200730,Despair from the Dark,Common,
32421,SD2-EN008,SD2,57281778,Ryu Kokki,Common,
32422,SD2-EN009,SD2,63012333,Soul-Absorbing Bone Tower,Common,
32423,SD2-EN010,SD2,26495087,Vampire Lady,Common,
32424,SD2-EN011,SD2,44436472,Double Coston,Common,
32425,SD2-EN012,SD2,70821187,Regenerating Mummy,Common,
32426,SD2-EN013,SD2,45986603,Snatch Steal,Common,
32427,SD2-EN014,SD2,5318639,Mystical Space Typhoon,Common,
32428,SD2-EN015,SD2,42703248,Giant Trunade,Common,
32429,SD2-EN016,SD2,71044499,Nobleman of Crossout,Common,
32430,SD2-EN017,SD2,55144522,Pot of Greed,Common,
32431,SD2-EN018,SD2,57953380,Card of Safe Return,Common,
32432,SD2-EN019,SD2,19613556,Heavy Storm,Common,
32433,SD2-EN020,SD2,31036355,Creature Swap,Common,
32434,SD2-EN021,SD2,2204140,Book of Life,Common,
32435,SD2-EN022,SD2,4861205,Call of the Mummy,Common,
32436,SD2-EN023,SD2,22589918,Reload,Common,
32437,SD2-EN024,SD2,60082869,Dust Tornado,Common,
32438,SD2-EN025,SD2,53582587,Torrential Tribute,Common,
32439,SD2-EN026,SD2,77414722,Magic Jammer,Common,
32440,SD2-EN027,SD2,37576645,Reckless Greed,Common,
32441,SD2-EN028,SD2,94192409,Compulsory Evacuation Device,Common,
32442,SD2-ENDE1,SD2,93382620,Rope of Life,Secret Rare,
32443,SD3-EN001,SD3,19847532,Infernal Flame Emperor,Ultra Rare,
32444,SD3-EN002,SD3,11813953,Great Angus,Common,
32445,SD3-EN003,SD3,5464695,Blazing Inpachi,Common,
32446,SD3-EN004,SD3,60806437,UFO Turtle,Common,
32447,SD3-EN005,SD3,68658728,Little Chimera,Common,
32448,SD3-EN006,SD3,74823665,Inferno,Common,
32449,SD3-EN007,SD3,4732017,Molten Zombie,Common,
32450,SD3-EN008,SD3,45985838,Solar Flare Dragon,Common,
32451,SD3-EN009,SD3,67934141,Ultimate Baseball Kid,Common,
32452,SD3-EN010,SD3,90810762,Raging Flame Sprite,Common,
32453,SD3-EN011,SD3,26205777,Thestalos the Firestorm Monarch,Common,
32454,SD3-EN012,SD3,51355346,Gaia Soul the Combustible Collective,Common,
32455,SD3-EN013,SD3,88753985,Fox Fire,Common,
32456,SD3-EN014,SD3,45986603,Snatch Steal,Common,
32457,SD3-EN015,SD3,5318639,Mystical Space Typhoon,Common,
32458,SD3-EN016,SD3,19384334,Molten Destruction,Common,
32459,SD3-EN017,SD3,71044499,Nobleman of Crossout,Common,
32460,SD3-EN018,SD3,70828912,Premature Burial,Common,
32461,SD3-EN019,SD3,55144522,Pot of Greed,Common,
32462,SD3-EN020,SD3,79759861,Tribute to the Doomed,Common,
32463,SD3-EN021,SD3,19613556,Heavy Storm,Common,
32464,SD3-EN022,SD3,85562745,Dark Room of Nightmare,Common,
32465,SD3-EN023,SD3,22589918,Reload,Common,
32466,SD3-EN024,SD3,3136426,Level Limit - Area B,Common,
32467,SD3-EN025,SD3,48576971,Necklace of Command,Common,
32468,SD3-EN026,SD3,33767325,Meteor of Destruction,Common,
32469,SD3-EN027,SD3,60082869,Dust Tornado,Common,
32470,SD3-EN028,SD3,97077563,Call of the Haunted,Common,
32471,SD3-EN029,SD3,83968380,Jar of Greed,Common,
32472,SD3-EN030,SD3,38275183,Spell Shield Type-8,Common,
32473,SD3-EN031,SD3,82705573,Backfire,Common,
32474,SD4-EN001,SD4,10485110,Ocean Dragon Lord - Neo-Daedalus,Ultra Rare,
32475,SD4-EN002,SD4,23771716,7 Colored Fish,Common,
32476,SD4-EN003,SD4,42071342,Sea Serpent Warrior of Darkness,Common,
32477,SD4-EN004,SD4,36119641,Space Mambo,Common,
32478,SD4-EN005,SD4,57839750,Mother Grizzly,Common,
32479,SD4-EN006,SD4,8201910,Star Boy,Common,
32480,SD4-EN007,SD4,33184167,Tribe-Infecting Virus,Common,
32481,SD4-EN008,SD4,218704,Fenrir,Common,
32482,SD4-EN009,SD4,64342551,Amphibious Bugroth MK-3,Common,
32483,SD4-EN010,SD4,37721209,Levia-Dragon - Daedalus,Common,
32484,SD4-EN011,SD4,24435369,Mermaid Knight,Common,
32485,SD4-EN012,SD4,4929256,Mobius the Frost Monarch,Common,
32486,SD4-EN013,SD4,92084010,Unshaven Angler,Common,
32487,SD4-EN014,SD4,52571838,Creeping Doom Manta,Common,
32488,SD4-EN015,SD4,45986603,Snatch Steal,Common,
32489,SD4-EN016,SD4,5318639,Mystical Space Typhoon,Common,
32490,SD4-EN017,SD4,70828912,Premature Burial,Common,
32491,SD4-EN018,SD4,55144522,Pot of Greed,Common,
32492,SD4-EN019,SD4,19613556,Heavy Storm,Common,
32493,SD4-EN020,SD4,295517,A Legendary Ocean,Common,
32494,SD4-EN021,SD4,31036355,Creature Swap,Common,
32495,SD4-EN022,SD4,22589918,Reload,Common,
32496,SD4-EN023,SD4,96947648,Salvage,Common,
32497,SD4-EN024,SD4,26412047,Hammer Shot,Common,
32498,SD4-EN025,SD4,51562916,Big Wave Small Wave,Common,
32499,SD4-EN026,SD4,60082869,Dust Tornado,Common,
32500,SD4-EN027,SD4,97077563,Call of the Haunted,Common,
32501,SD4-EN028,SD4,85742772,Gravity Bind,Common,
32502,SD4-EN029,SD4,18605135,Tornado Wall,Common,
32503,SD4-EN030,SD4,53582587,Torrential Tribute,Common,
32504,SD4-EN031,SD4,38275183,Spell Shield Type-8,Common,
32505,SD4-EN032,SD4,76515293,Xing Zhen Hu,Common,
32506,SD5-EN001,SD5,69933858,Gilford the Legend,Ultra Rare,
32507,SD5-EN002,SD5,5438492,Warrior Lady of the Wasteland,Common,
32508,SD5-EN003,SD5,11321183,Dark Blade,Common,
32509,SD5-EN004,SD5,78658564,Goblin Attack Force,Common,
32510,SD5-EN005,SD5,423705,Gearfried the Iron Knight,Common,
32511,SD5-EN006,SD5,16589042,Swift Gaia the Fierce Knight,Common,
32512,SD5-EN007,SD5,52077741,Obnoxious Celtic Guard,Common,
32513,SD5-EN008,SD5,10375182,Command Knight,Common,
32514,SD5-EN009,SD5,2460565,Marauding Captain,Common,
32515,SD5-EN010,SD5,74131780,Exiled Force,Common,
32516,SD5-EN011,SD5,7572887,D.D. Warrior Lady,Common,
32517,SD5-EN012,SD5,22609617,Mataza the Zapper,Common,
32518,SD5-EN013,SD5,47507260,Mystic Swordsman LV2,Common,
32519,SD5-EN014,SD5,74591968,Mystic Swordsman LV4,Common,
32520,SD5-EN015,SD5,4041838,Ninja Grandmaster Sasuke,Common,
32521,SD5-EN016,SD5,57046845,Gearfried the Swordmaster,Common,
32522,SD5-EN017,SD5,84430950,Armed Samurai - Ben Kei,Common,
32523,SD5-EN018,SD5,31423101,Divine Sword - Phoenix Blade,Common,
32524,SD5-EN019,SD5,45986603,Snatch Steal,Common,
32525,SD5-EN020,SD5,5318639,Mystical Space Typhoon,Common,
32526,SD5-EN021,SD5,42703248,Giant Trunade,Common,
32527,SD5-EN022,SD5,55226821,Lightning Blade,Common,
32528,SD5-EN023,SD5,19613556,Heavy Storm,Common,
32529,SD5-EN024,SD5,32807846,Reinforcement of the Army,Common,
32530,SD5-EN025,SD5,95281259,The Warrior Returning Alive,Common,
32531,SD5-EN026,SD5,37684215,Fusion Sword Murasame Blade,Common,
32532,SD5-EN027,SD5,68427465,Wicked-Breaking Flamberge - Baou,Common,
32533,SD5-EN028,SD5,20188127,Fairy of the Spring,Common,
32534,SD5-EN029,SD5,22589918,Reload,Common,
32535,SD5-EN030,SD5,69162969,Lightning Vortex,Common,
32536,SD5-EN031,SD5,12923641,Swords of Concealing Light,Common,
32537,SD5-EN032,SD5,75417459,Release Restraint,Common,
32538,SD5-EN033,SD5,97077563,Call of the Haunted,Common,
32539,SD5-EN034,SD5,77414722,Magic Jammer,Common,
32540,SD5-EN035,SD5,51452091,Royal Decree,Common,
32541,SD5-EN036,SD5,98239899,Blast with Chain,Common,
32542,SD6-EN001,SD6,29436665,Dark Eradicator Warlock,Ultra Rare,
32543,SD6-EN002,SD6,55424270,Mythical Beast Cerberus,Common,
32544,SD6-EN003,SD6,46986414,Dark Magician,Common,
32545,SD6-EN004,SD6,69140098,Gemini Elf,Common,
32546,SD6-EN005,SD6,31560081,Magician of Faith,Common,
32547,SD6-EN006,SD6,73752131,Skilled Dark Magician,Common,
32548,SD6-EN007,SD6,9156135,Apprentice Magician,Common,
32549,SD6-EN008,SD6,72630549,Chaos Command Magician,Common,
32550,SD6-EN009,SD6,71413901,Breaker the Magical Warrior,Common,
32551,SD6-EN010,SD6,70791313,Royal Magical Library,Common,
32552,SD6-EN011,SD6,34853266,Tsukuyomi,Common,
32553,SD6-EN012,SD6,9596126,Chaos Sorcerer,Common,
32554,SD6-EN013,SD6,81383947,White Magician Pikeru,Common,
32555,SD6-EN014,SD6,21051146,Blast Magician,Common,
32556,SD6-EN015,SD6,46128076,Ebon Magician Curran,Common,
32557,SD6-EN016,SD6,6337436,Rapid-Fire Magician,Common,
32558,SD6-EN017,SD6,91819979,Magical Blast,Common,
32559,SD6-EN018,SD6,5318639,Mystical Space Typhoon,Common,
32560,SD6-EN019,SD6,71044499,Nobleman of Crossout,Common,
32561,SD6-EN020,SD6,70828912,Premature Burial,Common,
32562,SD6-EN021,SD6,72302403,Swords of Revealing Light,Common,
32563,SD6-EN022,SD6,83746708,Mage Power,Common,
32564,SD6-EN023,SD6,19613556,Heavy Storm,Common,
32565,SD6-EN024,SD6,87880531,Diffusion Wave-Motion,Common,
32566,SD6-EN025,SD6,22589918,Reload,Common,
32567,SD6-EN026,SD6,2314238,Dark Magic Attack,Common,
32568,SD6-EN027,SD6,51481927,Spell Absorption,Common,
32569,SD6-EN028,SD6,69162969,Lightning Vortex,Common,
32570,SD6-EN029,SD6,28553439,Magical Dimension,Common,
32571,SD6-EN030,SD6,25774450,Mystic Box,Common,
32572,SD6-EN031,SD6,58775978,Nightmare's Steelcage,Common,
32573,SD6-EN032,SD6,97077563,Call of the Haunted,Common,
32574,SD6-EN033,SD6,38275183,Spell Shield Type-8,Common,
32575,SD6-EN034,SD6,34029630,Pitch-Black Power Stone,Common,
32576,SD6-EN035,SD6,49010598,Divine Wrath,Common,
32577,SD6-EN036,SD6,62279055,Magic Cylinder,Common,
32578,SD7-EN001,SD7,55737443,"Exxod, Master of The Guard",Ultra Rare,
32579,SD7-EN002,SD7,92736188,Great Spirit,Common,
32580,SD7-EN003,SD7,97017120,Giant Rat,Common,
32581,SD7-EN004,SD7,40695128,Maharaghi,Common,
32582,SD7-EN005,SD7,40659562,Guardian Sphinx,Common,
32583,SD7-EN006,SD7,47606319,Gigantes,Common,
32584,SD7-EN007,SD7,31812496,Stone Statue of the Aztecs,Common,
32585,SD7-EN008,SD7,52323207,Golem Sentry,Common,
32586,SD7-EN009,SD7,82260502,Hieracosphinx,Common,
32587,SD7-EN010,SD7,18654201,Criosphinx,Common,
32588,SD7-EN011,SD7,45159319,Moai Interceptor Cannons,Common,
32589,SD7-EN012,SD7,71544954,Megarock Dragon,Common,
32590,SD7-EN013,SD7,75209824,Guardian Statue,Common,
32591,SD7-EN014,SD7,2694423,Medusa Worm,Common,
32592,SD7-EN015,SD7,73648243,Sand Moth,Common,
32593,SD7-EN016,SD7,28120197,Canyon,Common,
32594,SD7-EN017,SD7,5318639,Mystical Space Typhoon,Common,
32595,SD7-EN018,SD7,70828912,Premature Burial,Common,
32596,SD7-EN019,SD7,72302403,Swords of Revealing Light,Common,
32597,SD7-EN020,SD7,52097679,Shield & Sword,Common,
32598,SD7-EN021,SD7,85852291,Magical Mallet,Common,
32599,SD7-EN022,SD7,26412047,Hammer Shot,Common,
32600,SD7-EN023,SD7,97342942,Ectoplasmer,Common,
32601,SD7-EN024,SD7,87910978,Brain Control,Common,
32602,SD7-EN025,SD7,59237154,Shifting Shadows,Common,
32603,SD7-EN026,SD7,12607053,Waboku,Common,
32604,SD7-EN027,SD7,80604092,Ultimate Offering,Common,
32605,SD7-EN028,SD7,59344077,Magic Drain,Common,
32606,SD7-EN029,SD7,88279736,Robbin' Goblin,Common,
32607,SD7-EN030,SD7,39537362,Ordeal of a Traveler,Common,
32608,SD7-EN031,SD7,37576645,Reckless Greed,Common,
32609,SD7-EN032,SD7,94192409,Compulsory Evacuation Device,Common,
32610,SD8-EN001,SD8,14989021,"Simorgh, Bird of Divinity",Ultra Rare,
32611,SD8-EN002,SD8,40384720,Sonic Shooter,Common,
32612,SD8-EN003,SD8,84696266,Sonic Duck,Common,
32613,SD8-EN004,SD8,34100324,Harpie Girl,Common,
32614,SD8-EN005,SD8,78636495,Slate Warrior,Common,
32615,SD8-EN006,SD8,84834865,Flying Kamakiri #1,Common,
32616,SD8-EN007,SD8,12206212,Harpie Lady Sisters,Common,
32617,SD8-EN008,SD8,28470714,Bladefly,Common,
32618,SD8-EN009,SD8,45547649,Birdface,Common,
32619,SD8-EN010,SD8,73001017,Silpheed,Common,
32620,SD8-EN011,SD8,82005435,Lady Ninja Yae,Common,
32621,SD8-EN012,SD8,28143906,Roc from the Valley of Haze,Common,
32622,SD8-EN013,SD8,91932350,Harpie Lady 1,Common,
32623,SD8-EN014,SD8,27927359,Harpie Lady 2,Common,
32624,SD8-EN015,SD8,54415063,Harpie Lady 3,Common,
32625,SD8-EN016,SD8,81896370,Swift Birdman Joe,Common,
32626,SD8-EN017,SD8,6924874,Harpie's Pet Baby Dragon,Common,
32627,SD8-EN018,SD8,72892473,Card Destruction,Common,
32628,SD8-EN019,SD8,5318639,Mystical Space Typhoon,Common,
32629,SD8-EN020,SD8,71044499,Nobleman of Crossout,Common,
32630,SD8-EN021,SD8,90219263,Elegant Egotist,Common,
32631,SD8-EN022,SD8,19613556,Heavy Storm,Common,
32632,SD8-EN023,SD8,22589918,Reload,Common,
32633,SD8-EN024,SD8,75782277,Harpies' Hunting Ground,Common,
32634,SD8-EN025,SD8,12181376,Triangle Ecstasy Spark,Common,
32635,SD8-EN026,SD8,69162969,Lightning Vortex,Common,
32636,SD8-EN027,SD8,77778835,Hysteric Party,Common,
32637,SD8-EN028,SD8,95132338,Aqua Chorus,Common,
32638,SD8-EN029,SD8,60082869,Dust Tornado,Common,
32639,SD8-EN030,SD8,97077563,Call of the Haunted,Common,
32640,SD8-EN031,SD8,77414722,Magic Jammer,Common,
32641,SD8-EN032,SD8,1804528,Dark Coffin,Common,
32642,SD8-EN033,SD8,37576645,Reckless Greed,Common,
32643,SD8-EN034,SD8,56120475,Sakuretsu Armor,Common,
32644,SD8-EN035,SD8,70861343,Ninjitsu Art of Transformation,Common,
32645,SD8-EN036,SD8,53567095,Icarus Attack,Common,
32646,SDAZ-EN001,SDAZ,19096726,Tri-Brigade Mercourier,Ultra Rare,
32647,SDAZ-EN002,SDAZ,45484331,Springans Kitt,Ultra Rare,
32648,SDAZ-EN003,SDAZ,82489470,The Golden Swordsoul,Ultra Rare,
32649,SDAZ-EN004,SDAZ,68468459,Fallen of Albaz,Common,
32650,SDAZ-EN005,SDAZ,25451383,Albion the Shrouded Dragon,Common,
32651,SDAZ-EN006,SDAZ,69680031,"Dogmatika Fleurdelis, the Knighted",Common,
32652,SDAZ-EN007,SDAZ,88264978,Red-Eyes Darkness Metal Dragon,Common,
32653,SDAZ-EN008,SDAZ,48770333,"Thunder King, the Lightningstrike Kaiju",Common,
32654,SDAZ-EN009,SDAZ,55878038,Chaos Dragon Levianeer,Common,
32655,SDAZ-EN010,SDAZ,28674152,"Radian, the Multidimensional Kaiju",Common,
32656,SDAZ-EN011,SDAZ,20292186,Artifact Scythe,Common,
32657,SDAZ-EN012,SDAZ,99234526,White Dragon Wyverburster,Common,
32658,SDAZ-EN013,SDAZ,61901281,Black Dragon Collapserpent,Common,
32659,SDAZ-EN014,SDAZ,15381421,Starliege Seyfert,Common,
32660,SDAZ-EN015,SDAZ,48048590,Keeper of Dragon Magic,Common,
32661,SDAZ-EN016,SDAZ,423585,Summoner Monk,Common,
32662,SDAZ-EN017,SDAZ,59438930,Ghost Ogre & Snow Rabbit,Common,
32663,SDAZ-EN018,SDAZ,97268402,Effect Veiler,Common,
32664,SDAZ-EN019,SDAZ,8972398,Omni Dragon Brotaur,Common,
32665,SDAZ-EN020,SDAZ,18973184,Branded Lost,Common,
32666,SDAZ-EN021,SDAZ,44362883,Branded Fusion,Super Rare,
32667,SDAZ-EN022,SDAZ,34995106,Branded in White,Common,
32668,SDAZ-EN023,SDAZ,62022479,Branded Bond,Common,
32669,SDAZ-EN024,SDAZ,33550694,Fusion Gate,Common,
32670,SDAZ-EN025,SDAZ,22829942,Fusion Recycling Plant,Common,
32671,SDAZ-EN026,SDAZ,74335036,Fusion Substitute,Common,
32672,SDAZ-EN027,SDAZ,75500286,Gold Sarcophagus,Common,
32673,SDAZ-EN028,SDAZ,49238328,Pot of Extravagance,Common,
32674,SDAZ-EN029,SDAZ,24224830,Called by the Grave,Common,
32675,SDAZ-EN030,SDAZ,54693926,Dark Ruler No More,Common,
32676,SDAZ-EN031,SDAZ,81767888,Branded Sword,Super Rare,
32677,SDAZ-EN032,SDAZ,17751597,Branded Retribution,Super Rare,
32678,SDAZ-EN033,SDAZ,67100549,Screams of the Branded,Common,
32679,SDAZ-EN034,SDAZ,93595154,Judgment of the Branded,Common,
32680,SDAZ-EN035,SDAZ,81223446,Necro Fusion,Common,
32681,SDAZ-EN036,SDAZ,59919307,Back to the Front,Common,
32682,SDAZ-EN037,SDAZ,11429811,Warning Point,Common,
32683,SDAZ-EN038,SDAZ,24207889,There Can Be Only One,Common,
32684,SDAZ-EN039,SDAZ,83326048,Dimensional Barrier,Common,
32685,SDAZ-EN040,SDAZ,10813327,Waking the Dragon,Common,
32686,SDAZ-EN041,SDAZ,44146295,Mirrorjade the Iceblade Dragon,Ultra Rare,
32687,SDAZ-EN042,SDAZ,70534340,Lubellion the Searing Dragon,Ultra Rare,
32688,SDAZ-EN043,SDAZ,41373230,Titaniklad the Ash Dragon,Common,
32689,SDAZ-EN044,SDAZ,34848821,Brigrand the Glory Dragon,Common,
32690,SDAZ-EN045,SDAZ,1906812,Sprind the Irondash Dragon,Common,
32691,SDAZ-EN046,SDAZ,87746184,Albion the Branded Dragon,Common,
32692,SDBE-EN001,SDBE,89631139,Blue-Eyes White Dragon,Ultra Rare,
32693,SDBE-EN002,SDBE,95788410,Rabidragon,Common,
32694,SDBE-EN003,SDBE,43096270,Alexandrite Dragon,Common,
32695,SDBE-EN004,SDBE,11091375,Luster Dragon,Common,
32696,SDBE-EN005,SDBE,21615956,Flamvell Guard,Common,
32697,SDBE-EN006,SDBE,88241506,Maiden with Eyes of Blue,Super Rare,
32698,SDBE-EN007,SDBE,14235211,Rider of the Storm Winds,Common,
32699,SDBE-EN008,SDBE,57662975,Darkstorm Dragon,Common,
32700,SDBE-EN009,SDBE,52824910,Kaiser Glider,Common,
32701,SDBE-EN010,SDBE,77901552,Hieratic Dragon of Tefnuit,Common,
32702,SDBE-EN011,SDBE,15960641,Mirage Dragon,Common,
32703,SDBE-EN012,SDBE,20277376,Divine Dragon Apocralyph,Common,
32704,SDBE-EN013,SDBE,79814787,The White Stone of Legend,Common,
32705,SDBE-EN014,SDBE,34627841,Kaibaman,Common,
32706,SDBE-EN015,SDBE,66337215,Herald of Creation,Common,
32707,SDBE-EN016,SDBE,17444133,Kaiser Sea Horse,Common,
32708,SDBE-EN017,SDBE,37742478,Honest,Common,
32709,SDBE-EN018,SDBE,95956346,Shining Angel,Common,
32710,SDBE-EN019,SDBE,41620959,Dragon Shrine,Super Rare,
32711,SDBE-EN020,SDBE,87025064,Silver's Cry,Common,
32712,SDBE-EN021,SDBE,17655904,Burst Stream of Destruction,Common,
32713,SDBE-EN022,SDBE,81385346,Stamping Destruction,Common,
32714,SDBE-EN023,SDBE,28596933,A Wingbeat of Giant Dragon,Common,
32715,SDBE-EN024,SDBE,38120068,Trade-In,Common,
32716,SDBE-EN025,SDBE,39701395,Cards of Consonance,Common,
32717,SDBE-EN026,SDBE,18756904,White Elephant's Gift,Common,
32718,SDBE-EN027,SDBE,2295440,One for One,Common,
32719,SDBE-EN028,SDBE,83764719,Monster Reborn,Common,
32720,SDBE-EN029,SDBE,72549351,Dragonic Tactics,Common,
32721,SDBE-EN030,SDBE,68005187,Soul Exchange,Common,
32722,SDBE-EN031,SDBE,72302403,Swords of Revealing Light,Common,
32723,SDBE-EN032,SDBE,98045062,Enemy Controller,Common,
32724,SDBE-EN033,SDBE,13513663,Castle of Dragon Souls,Common,
32725,SDBE-EN034,SDBE,50078509,Fiendish Chain,Common,
32726,SDBE-EN035,SDBE,37390589,Kunai with Chain,Common,
32727,SDBE-EN036,SDBE,28378427,Damage Condenser,Common,
32728,SDBE-EN037,SDBE,97077563,Call of the Haunted,Common,
32729,SDBE-EN038,SDBE,94192409,Compulsory Evacuation Device,Common,
32730,SDBE-EN039,SDBE,82382815,Champion's Vigilance,Common,
32731,SDBE-EN040,SDBE,40908371,Azure-Eyes Silver Dragon,Ultra Rare,
32732,SDBT-EN001,SDBT,49027020,Traptrix Pudica,Ultra Rare,
32733,SDBT-EN002,SDBT,75416738,Traptrix Arachnocampa,Super Rare,
32734,SDBT-EN003,SDBT,55428242,Traptrix Atrax,Common,
32735,SDBT-EN004,SDBT,91812341,Traptrix Myrmeleo,Common,
32736,SDBT-EN005,SDBT,28201945,Traptrix Nepenthes,Common,
32737,SDBT-EN006,SDBT,45803070,Traptrix Dionaea,Common,
32738,SDBT-EN007,SDBT,88078306,Traptrix Genlisea,Common,
32739,SDBT-EN008,SDBT,28868394,Traptrix Vesiculo,Common,
32740,SDBT-EN009,SDBT,36956512,"Gadarla, the Mystery Dust Kaiju",Common,
32741,SDBT-EN010,SDBT,29726552,"Kumongous, the Sticky String Kaiju",Common,
32742,SDBT-EN011,SDBT,46502744,"Retaliating ""C""",Common,
32743,SDBT-EN012,SDBT,96938986,Resonance Insect,Common,
32744,SDBT-EN013,SDBT,48686504,Lonefire Blossom,Common,
32745,SDBT-EN014,SDBT,14558127,Ash Blossom & Joyous Spring,Common,
32746,SDBT-EN015,SDBT,89252157,Rose Lover,Common,
32747,SDBT-EN016,SDBT,85032782,Sauge de Fleur,Common,
32748,SDBT-EN017,SDBT,28692962,Mekk-Knight Purple Nightfall,Common,
32749,SDBT-EN018,SDBT,20537097,Mekk-Knight Blue Sky,Common,
32750,SDBT-EN019,SDBT,85103922,Artifact Moralltach,Common,
32751,SDBT-EN020,SDBT,68535320,Fire Hand,Common,
32752,SDBT-EN021,SDBT,95929069,Ice Hand,Common,
32753,SDBT-EN022,SDBT,16223761,Thunder Hand,Common,
32754,SDBT-EN023,SDBT,12801833,Traptrip Garden,Ultra Rare,
32755,SDBT-EN024,SDBT,48805472,Traptantalizing Tune,Ultra Rare,
32756,SDBT-EN025,SDBT,12580477,Raigeki,Common,
32757,SDBT-EN026,SDBT,18144507,Harpie's Feather Duster,Common,
32758,SDBT-EN027,SDBT,75294187,Terrifying Trap Hole Nightmare,Common,
32759,SDBT-EN028,SDBT,4206964,Trap Hole,Common,
32760,SDBT-EN029,SDBT,29401950,Bottomless Trap Hole,Common,
32761,SDBT-EN030,SDBT,1005587,Void Trap Hole,Common,
32762,SDBT-EN031,SDBT,29616929,Traptrix Trap Hole Nightmare,Common,
32763,SDBT-EN032,SDBT,69599136,Floodgate Trap Hole,Common,
32764,SDBT-EN033,SDBT,31548215,Gravedigger's Trap Hole,Common,
32765,SDBT-EN034,SDBT,80101899,Trap Trick,Common,
32766,SDBT-EN035,SDBT,98827725,The Phantom Knights of Shade Brigandine,Common,
32767,SDBT-EN036,SDBT,12444060,Artifact Sanctum,Common,
32768,SDBT-EN037,SDBT,3734202,Naturia Sacred Tree,Common,
32769,SDBT-EN038,SDBT,15693423,Evenly Matched,Super Rare,
32770,SDBT-EN039,SDBT,6511113,Traptrix Rafflesia,Common,
32771,SDBT-EN040,SDBT,59071624,Traptrix Allomerus,Common,
32772,SDBT-EN041,SDBT,952523,Traptrix Cularia,Common,
32773,SDBT-EN042,SDBT,1688285,Traptrix Pinguicula,Ultra Rare,
32774,SDBT-EN043,SDBT,48183890,Traptrix Atypus,Ultra Rare,
32775,SDBT-EN044,SDBT,73639099,Traptrix Sera,Common,
32776,SDBT-EN045,SDBT,82738277,Traptrix Mantis,Common,
32777,SDBT-EN046,SDBT,74577599,Traptrix Holeutea,Super Rare,
32778,SDCB-EN001,SDCB,32710364,Crystal Beast Ruby Carbuncle,Common,
32779,SDCB-EN002,SDCB,32933942,Crystal Beast Amethyst Cat,Common,
32780,SDCB-EN003,SDCB,68215963,Crystal Beast Emerald Tortoise,Common,
32781,SDCB-EN004,SDCB,95600067,Crystal Beast Topaz Tiger,Common,
32782,SDCB-EN005,SDCB,69937550,Crystal Beast Amber Mammoth,Common,
32783,SDCB-EN006,SDCB,21698716,Crystal Beast Cobalt Eagle,Common,
32784,SDCB-EN007,SDCB,7093411,Crystal Beast Sapphire Pegasus,Common,
32785,SDCB-EN008,SDCB,79407975,Rainbow Dark Dragon,Common,
32786,SDCB-EN009,SDCB,87475570,Crystal Master,Common,
32787,SDCB-EN010,SDCB,14469229,Crystal Keeper,Common,
32788,SDCB-EN011,SDCB,32491822,"Hamon, Lord of Striking Thunder",Common,
32789,SDCB-EN012,SDCB,91800273,Dimension Shifter,Common,
32790,SDCB-EN013,SDCB,87170768,"Contact ""C""",Common,
32791,SDCB-EN014,SDCB,14558127,Ash Blossom & Joyous Spring,Common,
32792,SDCB-EN015,SDCB,73642296,Ghost Belle & Haunted Mansion,Common,
32793,SDCB-EN016,SDCB,12877076,Awakening of the Crystal Ultimates,Common,
32794,SDCB-EN017,SDCB,58371671,Crystal Aegis,Common,
32795,SDCB-EN018,SDCB,34487429,Ancient City - Rainbow Ruins,Common,
32796,SDCB-EN019,SDCB,63945693,Rainbow Bridge,Common,
32797,SDCB-EN020,SDCB,95326659,Crystal Beacon,Common,
